စဉ်,"ကုမ္ပဏီအမည်
",ခွင့်ပြုမိန့်/ အတည်ပြုမိန့်အမှတ်,ရင်းနှီးမြှုပ်နှံမှု ပုံစံ,လုပ်ငန်းအမျိုးအစား, လုပ်ငန်းတည်နေရာ,"ရင်းနှီးမြှုပ်နှံမှု
စုစုပေါင်း ပမာဏ(USD in Million)",ထုတ်ကုန် အမျိုးအစား,ကုန်ကြမ်း အမျိုးအစား,ရင်းနှီးတိုး,ရင်းနှီးလျော့,"YRIC 
အစည်းအဝေး", ဝန်ထမ်း,, ဝန်ထမ်း,,"ရင်းနှီးမြှုပ်နှံမှု
သက်တမ်း",နိုင်ငံ,မှတ်ချက်,ဆက်သွယ်ရမည့်အမည်/ဖုန်းနံပါတ်,"ကုမ္ပဏီမှတ်ပုံတင်
အမှတ်",ရင်းနှီးမြှုပ်နှံမှုကဏ္ဍ,ဘဏ် ငွေစာရင်းအမှတ် နှင့် ဘဏ်အမည်,မြေဧရိယာ ,"မြေဧရိယာ 
တိုး","မြေဧရိယာ 
လျော့ချ"," အတည်ပြုမိန့်
ပြည်လည်
အပ်နှံခြင်း",လတ္တီကျူ/ လောင်ဂျီကျူ,စီးပွားဖြစ်စ,တည်ဆောက်ရေးကာလ,ရင်းနှီးမြှုပ်နှံသူ/ ကမကထအမည်ပြောင်း,"အတည်ပြုမိန့် မူရင်းနှင့်
 ဆုံးဖြတ်ချက်မူရင်း
ပြန်လည်အပ်နှံခြင်း"
၁၆၆,"Ruifa Enterprise Ltd (Chinese) 
                    ",အတည်ပြုမိန့်အမှတ် ရကတ- ၂၀၀/၂၀၁၉  ( ၁၂.၆.၂၀၁၉ )  ,,CMP စနစ်ဖြင့် အိတ် အမျိုးမျိုး ထုတ်လုပ် ခြင်းလုပ်ငန်း မှ CMP စနစ်ဖြင့် အိတ်နှင့် ခါးပတ် အမျိုးမျိုး ထုတ်လုပ်ခြင်း လုပ်ငန်း,မြေကွက်အမှတ်- ၄၉၈ ၊ မြေတိုင်းရပ်ကွက်အမှတ်-၂၅၊ ရွှေလင်ပန်းစက်မှုဇုန်၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး,အမေရိကန်ဒေါ်လာ ၁.၅၇၃  သန်း,,,1.911,,"9/2022
28-9-2022",၈၂၁,၁၂,,,၁၀,China,,"Mr. Xu Xunchang   Daw Ei Shwe Sin  09268008121
၀၉-၉၆၃၉၁၁၃၃၃
၀၉-၄၂၀၁၆၅၅၂၃
၀၉-၉၇၆၃၁၈၈၈၈",,,,"၂.၁၁၇ ဧက 
(၈၅၆၇.၂၀ စတုရန်းမီတာ)",,,,"16.988416, 96.083584",,,,
၁၆၇,"Luen Fat   (Myanmar) Co.,Ltd. (Hong Kong) ",အတည်ပြုမိန့်အမှတ် ရကတ- ၂၀၁/၂၀၁၉ ( ၁၂.၆.၂၀၁၉ ),,CMP စနစ်ဖြင့် စက်မှုလုံခြုံရေး သုံး နှင့် အားကစားသုံး လက်အိတ် အမျိုးမျိုး ထုတ်လုပ်ခြင်း လုပ်ငန်း,မြေကွက်အမှတ် (၅၁)၊ မြေတိုင်း ရပ်ကွက် (၅၁)၊ သာဓုကန် စက်မှုဇုံ၊ ရွှေပြည်သာ မြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး ,အမေရိကန် ဒေါ်လာ ၀.၄၆၃   သန်း,,,0.304,,"18/2019
30-10-2019",,,,,,Hong Kong,,"ဦးကျော်မြင့်
၀၉-၅၀၈၈၂၃၂
",,,,"၃.၁၈၁ ဧက 
 (၁၂၈၇၃.၀၅
 စတုရန်းမီတာ) ",,"၀.၅၆၄ ဧက 
၂၂၈၂.၄၂
 စတုရန်းမီတာ) ","YRIC (1/2023)
25-1-2023","16.904901, 96.077295",,,,
၁၆၈,"Tianjin Fashion Origin International Co.,Ltd. (Chinese)
",အတည်ပြုမိန့်အမှတ် ရကတ- ၂၀၃/၂၀၁၉ ( ၁၂.၆.၂၀၁၉ ),,CMP စနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုး ထုတ်လုပ်ခြင်း လုပ်ငန်း,မြေကွက်အမှတ် (၃၉၀)၊ မြေတိုင်းရပ် ကွက်အမှတ်-၂၅၊ ရွှေလင်ဗန်း စက်မှုဇုန်၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး,အမေရိကန် ဒေါ်လာ  ၂.၇၃၅ သန်း,,,,,,၁၆၄၅,၁၅,,,၃၀,China,,"Ms.Yuan Yuan (ဒါရိုက်တာ)
09970190226
",,,,၁.၆၆၄  ဧက  (၆၇၃၃.၉၇ စတုရန်းမီတာ) ,,,,"16.864052, 96.276474",,,,
၁၆၉,"Myanmar Yulin Co.,Ltd. (Chinese)
",အတည်ပြုမိန့်အမှတ် ရကတ- ၂၀၄/၂၀၁၉ ( ၁၂.၆.၂၀၁၉ ),,CMP စနစ်ဖြင့် ပြည်တွင်းမှ ရာဘာသစ် ကုန်ကြမ်းကို ရယူပြီး ရာဘာသစ်ထုတ်လုပ်၍ ပြည်ပသို့ ရာခိုင်နှုန်းပြည့်တင်ပို့ ခြင်း လုပ်ငန်း,မြေကွက်အမှတ် (C-10)၊ မြေတိုင်းရပ် ကွက်အမှတ် ၁၇၅ (ကျီစုစက်မှုဇုန်) ၊ ဒဂုံမြို့သစ်ဆိပ်ကမ်းမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး,အမေရိကန် ဒေါ်လာ  ၀.၂၀၃  သန်း,,,,,,၁၀၀,၁၀,,,၂၅,China,,"Mr.Li  ZuoLong, Director
09-976166668
09961400033
09953131493",,,,၃.၄၁၇  ဧက  (၁၃၈၂၈.၁၀၈ စတုရန်းမီတာ) ,,,,,,,,
၁၇၀,"Full Strong Textile 
Co.,Ltd. (Chinese)
",အတည်ပြုမိန့်အမှတ် ရကတ- ၂၀၅/၂၀၁၉( ၂၁.၆.၂၀၁၉ ),,ချည်မျှင်ထုတ်လုပ်၍ ပြည်ပသို့ ရာခိုင်နှုန်းပြည့် တင်ပို့ ရောင်းချခြင်း လုပ်ငန်း,စုစုပေါင်း မြေကွက်အမှတ် (၆၀၊ ၆၁၊ ၆၂၊ ၆၉၊ ၇၀၊ ၇၁) မြေဧရိယာ ၈.၉၉၈ ဧကအနက်မှ မြေကွက်အမှတ် (၆၉)၊ မြေတိုင်းရပ်ကွက်အမှတ် စက်မှုဇုန် (၂)၊ ဒဂုံဆိပ်ကမ်း မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး ,"အမေရိကန် 
ဒေါ်လာ ၁.၅၆၇
သန်း",,,,,,,,,,,China,,"Mr. Wang Yiqiang 09-0977836666
ဦးမောင်ရန်
",,,,,,,,,,,,
၁၇၁,"Full Strong Textile Co.,Ltd. (Chinese)

","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၀၆/၂၀၁၉
(၂၁.၆.၂၀၁၉ )",,လက်အိတ် အမျိုးမျိုး ထုတ်လုပ်၍ ပြည်ပသို့ ရာခိုင်နှုန်း ပြည့် တင်ပို့ခြင်း လုပ်ငန်း ,"စုစုပေါင်း မြေကွက်အမှတ် (၆၀၊ ၆၁၊ ၆၂၊ ၆၉၊ ၇၀၊ ၇၁) မြေဧရိယာ ၈.၉၉၈ ဧကအနက်မှ မြေကွက်အမှတ် (၆၉)၊ မြေတိုင်းရပ်ကွက်အမှတ် စက်မှုဇုန် (၂)၊ ဒဂုံဆိပ်ကမ်း မြို့နယ်၊  
 ",၁.၇၂၅,,,,,,,,,,,China,,"Mr. Wang Yiqiang 09-0977836666
ဦးမောင်ရန်",,,"Mr. Wang Yiqiang 
09-977836666
master@cshongyu.com
",,,,,,,,,
၁၇၂,"Core  Electronics  Myanmar  Co.,Ltd. (Korea)


","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၀၇/၂၀၁၉
(၂၁.၆.၂၀၁၉ )",,အီလက်ထရောနစ် အစိတ် အပိုင်းများ ထုတ်လုပ်ခြင်း ,"လုပ်ငန်းမြေကွက် အမှတ်- 
၆၀/က၊ မြေတိုင်းရပ် ကွက်
အမှတ်- စက်မှုဇုန် (၁)၊   
ဒဂုံ ဆိပ် ကမ်းမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး 

 
 ",၀.၅,,,,,,,,,,,Korea,လုပ်ငန်းလည် ပတ် နေပါ ကြောင်း၊ ကိုဗစ် ၁၉ ကြောင့် သြဂုတ်လ တစ်လ ခေတ္တပိတ် ထားပါကြောင်း,"Mr. Lee  Chul Hwan 
၀၉-၇၆၄၄၃၄၂၆၆
09420005126",,,,,,,,,,,,
၁၇၃,"Myanton Industrial Co.,Ltd. (Chinese)



","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၀၈/၂၀၁၉
(၂၁.၆.၂၀၁၉ )",,CMP စနစ်ဖြင့် ကားပုံစံငယ်နှင့် ကားပုံစံငယ်အစိတ်အပိုင်း ထုတ်လုပ် ခြင်း လုပ်ငန်း,"မြေကွက်အမှတ်(၂၁၀)၊
ရန်ကုန်စက်မှုဇုန်၊ မင်္ဂလာဒုံမြို့နယ်၊
ရန်ကုန်တိုင်း ဒေသကြီး


 
 ",0.274,,,0.3,,"6/2021
7-7-2021
ရင်းနှီးတိုး
11/2022
25-11-2022
ရင်းနှီးမြှုပ်နှံမှု သက်တမ်းတိုး",၇၆,၄,,,"၅ နှစ်မှ
၂၅ နှစ်တိုး

",China,,"Mr. Kwan Kelvin Yuet Ming
09-254249672
09-781105188",113221682,Industry,"KBZ 
26250326200627101
","၂.၀၀၁ ဧက အနက်မှ 
မြေဧရိယာဧက ၀.၉၂၁ ဧက( ၃၇၂၇.၇၂၃ စတုရန်းမီတာ)",,,,"16.949776,96.194884",,၁နှစ်,,
၁၇၄,"Myanmar Sinyoung Fashion Clothes Co.,Ltd. (Chinese)



","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၀၉/၂၀၁၉
(၂၁.၆.၂၀၁၉ )",,CMP စနစ်ဖြင့် အထည် အမျိုးမျိုးချုပ် လုပ်ခြင်းလုပ်ငန်း,"ဦးပိုင်အမှတ်-၁၂/က၊ ကွင်းအမှတ် - ၃၆၃၊အစုကြီးအရှေ့၊ အစုကြီး ကျေးရွာ အုပ်စု၊ ထန်းတပင် မြို့နယ်၊ ရန်ကုန် တိုင်း ဒေသကြီး



 
 ",၀.၈၇၇,,,,,"10/2022
26-10-2022
ရှယ်ယာပြောင်း၊အမည်/လိပ်စာပြောင်း၊ပုံစံပြင်",၈၃၅,၂၀,,,၁၀,China,လုပ်ငန်းလည်ပတ် နေပါကြောင်း၊  ကိုဗစ် ၁၉ ကြောင့် လက်ရှိရပ်ဆိုင်း ထားပါကြောင်း,"Mr.Jin HaiXing
09972612679",,,"Mr.Jin HaiXing
","၁.၉ ဧက
( ၇၆၈၉ စတုရန်းမီတာ)",,,,,,,,
၁၇၅,"Sen Ma Te (Myanmar) Apparel Co.,Ltd. (Chinese)




","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၁၀/၂၀၁၉
(၂၁.၆.၂၀၁၉ )",,CMPစနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုး ချုပ်လုပ်ခြင်း လုပ်ငန်း,"မြေကွက်အမှတ် (၂၇၂၊ ၂၇၃)၊ မြေတိုင်း ရပ်ကွက်အမှတ် (၂၅)၊ ရွှေလင်ပန်း စက်မှုမြို့၊လှိုင်သာယာမြို့နယ်၊ ရန်ကုန် တိုင်း ဒေသကြီး




 
 ",၃.၂၈၄,,,,,,,,,,,China,မတ်လ ဧပြီလ ထဲ့က စက်ရုံ ယာယီရပ်ဆိုင်းထား ပါကြောင်း,"Mr. Gu, Yujie 
09-769270890, 
ဦးအောင်မင်း
HR Admin Manager",,,,,,,,"16.986734, 96.054437",,,,
၁၇၆,"Twinkle (Myanmar)Apparel Co.,Ltd. (British Virgin Islands)





","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၁၁/၂၀၁၉
(၂၁.၆.၂၀၁၉ )",,CMPစနစ်ဖြင့်အိတ်အမျိုး မျိုး  ထုတ်လုပ် ခြင်း လုပ်ငန်း,"စုစုပေါင်းမြေကွက်အမှတ်-(၁၆၅၊၁၆၆၊ ၁၆၇၊၁၆၈) အနက်မှ မြေကွက်အမှတ် (၁၆၇၊၁၆၈)  ၊ မြေတိုင်းရပ်ကွက်အမှတ် -၄၉၊ ဝါးတစ်ရာစက်မှုဇုန်၊ ရွှေပြည်သာ မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး





 
 ","၄.၀၈၉  
",,,"2.483


0.335",,"19/2020
25-11-2020

2/2022
23-2-2022",,,,,,British Virgin Islands,,"Mr. Leung Yu Kei Jackie
09406656668",,,,,,,,,,,,
၁၇၇,"Greenline Gloves Manufactory (Myanmar)  Co.,Ltd. (Chinese)






","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၁၂/၂၀၁၉
(၂၁.၆.၂၀၁၉ )",,CMP စနစ်ဖြင့် အဝတ်အထည် (လက်အိတ်နှင့်ရှေ့ဖုံးခါးစည်း)အမျိုးမျိုး ချုပ်လုပ်ခြင်း လုပ်ငန်း ,"မြေကွက်အမှတ်- ၂၄၉  ၊ မြေတိုင်းရပ် ကွက် အမှတ်- ၂၅ ၊ ရွှေလင်ပန်း စက်မှု ဇုန်၊  လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး






 
 ","၀.၆၇၀

",,,,,,,,,,,China,,"Ms. Yip Lai Ting 
၀၉-၂၅၆၄၂၀၇၅၇
09985203168",,,,,,,,"16.843397, 96.283719",,,,
၁၇၈,"Brilliance Textile Corporation   Ltd. (Chinese)







","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၁၃/၂၀၁၉
(၂၁.၆.၂၀၁၉ )",,CMP စနစ်ဖြင့် အထည်အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း,"မြေကွက်အမှတ် (၁၉၈/၆၊ ၁၉၈/၇)၊ မြေတိုင်းရပ် ကွက်အမှတ်  စက်မှုဇုန် အပိုင်း(၁)၊ဒဂုံဆိပ်ကမ်းမြို့နယ်၊ ရန်ကုန် တိုင်းဒေသကြီး







 
 ","အမေရိကန်
ဒေါ်လာ
၅.၀၀၀ သန်း
(အမေရိ
ကန်ဒေါ်လာ
၄.၅၀၀သန်း
အပါအဝင်)

",,,,,,,,,,,China,,"U Hein Myat Win Lwin
95-01-2305384
09421120030",,,,,,,,,,,,
၁၇၉,"United Centus  Co.,  Ltd. (Myanmar)







","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၁၄/၂၀၁၉
(၂၁.၆.၂၀၁၉ ) ",,ခွန်အားဖြည့် အချိုရည်၊ အချိုရည် အမျိုးမျိုး ထုတ်လုပ်၍ ပြည်တွင်း ၌သာ ဖြန့်ဖြူးရောင်းချခြင်း လုပ်ငန်း,"မြေကွက် အမှတ် (၇၄)၊ မြေတိုင်းရပ် ကွက်အမှတ် ၅၀၊ သာဓုကန်စက်မှုဇုန်၊ ရွှေပြည် သာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး








 
 ","အမေရိကန်
ဒေါ်လာ
၁.၀၀၀  သန်း
(အမေရိ
ကန်ဒေါ်လာ
၀.၂၀၀ သန်း
 အပါအဝင်)


",,,,,,,,,,,Myanmar,တည်ဆောက်ရေးကာလ ထပ်မံ တိုးထား ပါကြောင်း,"U Sai Lian @U Htay Win 
Daw Thin Thin Mar
09-797733888
09-95139898
09-775001311",,,,,,,,"16.851272, 96.151431",,,,
၁၈၀,"Core Pacific Pioneer (Myanmar)Co.,Ltd
","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၁၅/၂၀၁၉
(၉.၇.၂၀၁၉ )",,DDevelopment Sales and  Lease   of  Residential  apartments and offices လုပ်ငန်း,မြေကွက်အမှတ်- ၂၈/က၊ မြေတိုင်းရပ်ကွက် အမှတ်-၅၀၊ လူနေရပ်ကွက်အမှတ်- ကံဘဲ့၊ မရမ်းကုန်းမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး,"အမေရိကန်
ဒေါ်လာ
၄.၉၀၀  သန်း
(အမေရိ
ကန်ဒေါ်လာ
၄.၇၀၀ သန်း
 အပါအဝင်)


",,,,,,၄,၃,,,၅၀,Myanmar,,"ဦးဇော်ဝင်း(ခ)ဦးဝင်းခိုင်
ဒေါ်အေမွန်ချစ်
09886705208",,,,"၀.၁၄၆ ဧက
(၅၉၀.၈၄ စတုရန်းမီတာ)",,,,"16.863508, 96.055580

",,,,
၁၈၁,"San Xin Myanmar Garment Co.,  Ltd. (Chinese)








","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၁၆/၂၀၁၉
(၉.၇.၂၀၁၉ )",,CMP စနစ်ဖြင့် အထည်ချုပ် လုပ်ခြင်း လုပ်ငန်း,"မြေကွက်အမှတ် (၃၆)၊ မြေတိုင်းရပ် ကွက် အမှတ်(စက်မှုဇုန်-၄)၊ လှိုင်သာ ယာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး









 
 ","အမေရိကန် ဒေါ်လာ 
၁.၁၇၇ သန်း



",,,,,,,,,,,China,,"Mr. Hu, Jingui  ဒေါ်ဇာနည်အောင် (မန်နေဂျာ) 
၀၉-၄၄၈၄၉၈၈၆၈, 09890602319
09960218314",,,"Mr. Hu, Jingui  895503653@qq.com, 
၀၉-၄၄၈၄၉၈၈၆၈,





",,,,,"16.861524, 96.049544",,,,
၁၈၂,"Dhui(Myanmar) Co.,  Ltd. (Hong Kong)








","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၁၇/၂၀၁၉
(၉.၇.၂၀၁၉ )",,CMP စနစ်ဖြင့် အိတ်အမျိုးမျိုး ထုတ်လုပ်ခြင်းလုပ်ငန်း ,"မြေကွက်အမှတ် ၁၄၀၊ မြေတိုင်း ရပ်ကွက် အမှတ်- ၁၄/ရွှေသံလွင်၊ လှိုင်သာယာ မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး










 
 ","အမေရိကန် ဒေါ်လာ 
၁.၁၀၄ သန်း




",,,၃၀,,,၁၀၀၀,၅၀,,,,Hong Kong,,"Mr. Yu Nai You 
09-967805555",,,,,,,,"16.904910, 96.076973",,,,
၁၈၃,"Tianjin Fashion Milestone Co.,  Ltd. (Chinese)









","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၁၈/၂၀၁၉
(၉.၇.၂၀၁၉ )",,CMPစနစ်ဖြင့် အဝတ်အထည် ချုပ် လုပ်ခြင်း ,"မြေကွက် အမှတ် (၃၉၂)၊ မြေတိုင်းရပ် ကွက်အမှတ် (၂၅)၊ ရွှေလင်ပန်း စက်မှုမြို့၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန် တိုင်း ဒေသကြီး











 
 ","အမေရိကန် ဒေါ်လာ 
၀.၄၁၂ သန်း





",,,0.63,,"6/2020
29-4-2020",၆၀၀,,၁၁၃,,,China,,"Mr. Li Xiang   
09-965024640, 09950622666  09687753734(office)",,,,,,,,,,,,
၁၈၄,"Jia Mei Carton Products Co.,  Ltd. (Chinese)









","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၁၉/၂၀၁၉
(၉.၇.၂၀၁၉ )",,ကတ်ထူစက္ကူပုံး ထုတ်လုပ်ဖြန့်ဖြူး ရောင်းချခြင်း လုပ်ငန်း,"မြေကွက် အမှတ် ၂၂ ၊ မြေတိုင်းရပ် ကွက် အမှတ် (၂၅)၊  ရွှေလင်ပန်း စက်မှုမြို့၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး












 
 ","၁.၆၀၀ 






",,,,,,,,,,"







",China,တရုတ် ဖြစ်နေ၍ လုပ်ငန်းမေးမရပါ,"Mr. Ming Bao Hui, Factory ManagerJiameicarton@163.com, 09978038398 0979592132 09420093635",,,,,,,,,,,,
